2020-02-28 10:30:05,b'@Advjalila Best wishes ahead. \nI humbly request you to raise your voice for the evacuation of 1360 abandoned  \xf0\x9f\x87\xb5\xf0\x9f\x87\xb0stu\xe2\x80\xa6 https://t.co/eb8VVtGi2j'
2020-02-28 10:29:15,b'RT @chidambara09: #Teacher trapped in #Wuhan reveals BOTH her parents have died https://t.co/HXh14OtXTW \n\n#bigdata \n#Twitter #socialmedia\xe2\x80\xa6'
2020-02-28 10:28:34,b'#Teacher trapped in #Wuhan reveals BOTH her parents have died https://t.co/HXh14OtXTW \n\n#bigdata \n#Twitter\xe2\x80\xa6 https://t.co/cbUx5nfYnz'
2020-02-28 10:24:18,"b'RT @matanevenoff: I made another video about the #coronavirus virus. I showed how badly the #hongkong police were treating it, and how thei\xe2\x80\xa6'"
2020-02-28 10:20:32,"b'Till now it was widely said dat if #USA sneezes then d whol world gets a cold,but now #china has a cold n d whole w\xe2\x80\xa6 https://t.co/0ib87OvrZP'"
2020-02-28 10:17:43,"b'Chinese Party poppers.\nAuthentic, Made in China.\n\nFeeling lucky punk?\n#WuhanCoronovirus https://t.co/aOog3ifG7s'"
2020-02-28 10:05:44,b'@DisneysMulan I dont know... mulan is a defender of dictator?  Or #HKPoliceTerrorists ?\n#BoycottMulan \nWish u luck with #WuhanCoronovirus !'
2020-02-28 10:05:31,"b""RT @MoFoBooty: This is the daily deaths from the #WuhanCoronovirus. Although it shows that the death rate is generally decreasing, what it'\xe2\x80\xa6"""
2020-02-28 10:03:58,b'RT @ians_india: Take a look: Cases reported on #Coronavirus\n\n#WuhanCoronovirus #coronavirus #COVID19 https://t.co/OYKuevA2Ap'
2020-02-28 10:03:37,b'RT @ians_india: Take a look: Cases reported on #Coronavirus\n\n#WuhanCoronovirus #coronavirus #COVID19 https://t.co/OYKuevA2Ap'
2020-02-28 09:52:16,"b'Brave is a concern, still the first heart does not change\xef\xbc\x8cTheir ordinary retrograde, selfless dedication, just conf\xe2\x80\xa6 https://t.co/8jkIJqqw6y'"
2020-02-28 09:43:46,b'And of course the fatality rate is based on figures from China. The disease has not run long enough outside China t\xe2\x80\xa6 https://t.co/pcyZblXRqG'
2020-02-28 09:39:50,"b""Trump's hilarious response to reporters during a News Conference.\n\n#Coronavirustaskforce #coronavirusoutbreak\xe2\x80\xa6 https://t.co/spPTgU10Cr"""
2020-02-28 09:38:56,b'RT @Lana06593034: @newworldstimes @SteveGuest @JanetMorana @kimguilfoyle @LaraLeaTrump @KatrinaPierson @DonaldJTrumpJr @GOPLeader @TeamTrum\xe2\x80\xa6'
